,0,1,2,3,4,5,6,7,8,9
0,963,0,1,1,2,2,5,2,1,3
1,0,1124,4,0,0,1,1,2,3,0
2,4,2,1005,4,3,0,1,6,6,1
3,1,0,3,988,2,4,0,5,4,3
4,0,0,3,0,954,1,4,1,2,17
5,2,2,0,13,3,850,4,2,12,4
6,6,3,2,1,4,8,931,0,3,0
7,1,7,13,7,0,1,0,990,1,8
8,3,3,1,10,3,6,2,2,941,3
9,4,4,0,8,12,5,0,4,4,968
