,0,1,2,3,4,5,6,7,8,9
0,968,0,2,2,0,3,2,1,1,1
1,0,1124,4,3,0,0,2,0,2,0
2,2,2,1002,10,2,0,4,3,7,0
3,0,0,10,986,0,6,0,3,3,2
4,0,0,2,3,935,0,6,6,2,28
5,1,0,0,19,1,866,4,0,1,0
6,7,1,0,1,8,7,929,1,4,0
7,0,3,9,7,0,0,0,991,3,15
8,4,0,5,14,2,8,2,3,932,4
9,1,4,0,6,2,6,0,8,4,978
