,0,1,2,3,4,5,6,7,8,9
0,971,0,2,0,0,2,1,1,2,1
1,0,1122,3,2,0,0,1,1,6,0
2,4,1,1008,4,4,0,2,3,5,1
3,0,0,7,982,0,8,0,3,6,4
4,1,0,8,1,949,0,3,2,2,16
5,5,0,0,17,0,856,3,2,6,3
6,9,1,7,0,3,7,927,0,3,1
7,1,4,11,7,1,0,0,992,2,10
8,2,2,6,7,4,9,3,2,936,3
9,2,2,0,5,10,5,0,6,12,967
