,0,1,2,3,4,5,6,7,8,9
0,962,0,2,2,1,2,6,2,1,2
1,0,1119,8,1,0,2,1,2,2,0
2,2,1,1011,1,3,1,3,5,5,0
3,0,0,10,985,0,3,0,3,5,4
4,0,0,7,0,955,1,5,4,3,7
5,3,0,0,8,1,868,7,1,3,1
6,0,2,3,0,6,6,940,0,1,0
7,1,1,16,4,3,0,0,996,2,5
8,5,0,12,9,5,6,5,5,922,5
9,3,4,1,5,16,4,1,9,2,964
