,0,1,2,3,4,5,6,7,8,9
0,952,1,0,0,0,5,20,1,1,0
1,0,1114,6,4,0,1,5,1,4,0
2,5,2,972,10,9,1,13,7,12,1
3,2,2,10,932,1,27,5,3,25,3
4,0,0,9,0,939,1,7,3,2,21
5,13,0,3,24,0,830,6,2,10,4
6,11,3,12,3,1,8,920,0,0,0
7,2,8,12,2,3,0,2,975,5,19
8,3,0,6,15,6,21,1,4,909,9
9,4,1,0,2,22,7,1,24,15,933
