,0,1,2,3,4,5,6,7,8,9
0,966,0,2,0,0,2,5,2,2,1
1,0,1125,3,1,0,1,2,0,3,0
2,3,1,1002,8,1,1,4,5,7,0
3,1,0,5,990,0,3,0,5,3,3
4,1,1,1,1,958,0,11,1,5,3
5,5,2,0,16,2,850,9,1,6,1
6,3,2,3,0,2,4,941,1,2,0
7,0,4,11,9,4,0,0,993,1,6
8,3,0,3,11,2,3,3,5,944,0
9,5,4,1,10,19,6,0,16,7,941
