,0,1,2,3,4,5,6,7,8,9
0,966,0,2,3,1,3,2,0,2,1
1,0,1121,3,3,0,1,1,2,4,0
2,4,1,1001,12,1,4,2,3,4,0
3,0,0,2,987,0,11,0,4,4,2
4,0,1,5,1,958,0,4,2,2,9
5,2,1,1,19,1,851,6,1,7,3
6,7,2,10,0,3,10,919,0,7,0
7,2,4,19,5,4,0,0,984,3,7
8,4,1,9,18,2,7,2,3,923,5
9,3,4,1,10,18,11,0,3,3,956
