,0,1,2,3,4,5,6,7,8,9
0,966,0,0,1,1,4,5,1,1,1
1,0,1126,2,1,0,1,3,0,2,0
2,5,3,1004,2,3,1,3,5,6,0
3,0,0,3,989,0,5,0,5,7,1
4,1,0,5,0,958,0,4,2,1,11
5,3,0,0,9,2,865,5,1,5,2
6,4,3,2,0,3,5,938,0,3,0
7,0,4,7,5,6,0,0,1000,1,5
8,3,1,2,5,3,4,3,2,949,2
9,2,3,0,8,12,4,1,4,1,974
