,0,1,2,3,4,5,6,7,8,9
0,968,0,1,1,1,0,3,1,2,3
1,0,1117,3,2,0,1,3,1,5,3
2,6,0,998,4,3,1,3,6,10,1
3,0,0,5,972,0,2,2,6,14,9
4,1,0,3,0,956,0,2,1,3,16
5,5,0,1,10,1,844,6,1,13,11
6,7,3,1,1,10,2,931,0,3,0
7,2,2,9,6,1,0,0,989,5,14
8,2,1,2,3,3,3,3,3,949,5
9,3,1,0,4,7,2,0,5,1,986
