,0,1,2,3,4,5,6,7,8,9
0,963,0,3,0,0,2,5,1,4,2
1,0,1124,4,0,0,0,2,0,5,0
2,1,0,1014,2,0,0,2,4,9,0
3,0,1,13,980,0,3,1,4,6,2
4,1,0,6,1,947,2,11,2,1,11
5,3,1,1,11,1,853,8,2,10,2
6,3,2,4,1,2,2,941,0,3,0
7,2,4,9,1,0,0,0,997,5,10
8,3,0,7,4,1,3,1,2,951,2
9,1,4,0,9,9,4,1,0,9,972
